Name,Category,Address,Borough,Neighborhood,Latitude,Longitude,id,Rating,Price_cat,Tips,Likes
Micky Schubert Galerie,Art Gallery,Bartningallee 2-4,Mitte,Hansaviertel,52.51837725386188,13.342676107323214,540b5a0f498eb0310587253b,5,2,77,53.0
Ökomarkt im Hansaviertel,Farmers Market,Hansaplatz,Mitte,Hansaviertel,52.51816475626772,13.342520103969706,55e9bc0d498eb1a84cc5dda7,5,2,41,247.0
OASIS,Housing Development,Bachstr. 1,Mitte,Hansaviertel,52.51864,13.337932,57232ac4498e7db35c09e1a9,5,2,62,133.0
Gymnasium Tiergarten,High School,Altonaer Str. 26,Mitte,Hansaviertel,52.519652779520996,13.339660388737936,4f044bfcd3e35fb2b75fedda,5,3,78,283.0
Tierarztpraxis,Veterinarian,Bartningallee 5,Mitte,Hansaviertel,52.518889,13.342933,51f68865498e8fcf4125df09,4,3,16,230.0
Augenärztin Susanne E. Breitenbach,Eye Doctor,Bartningallee 5,Mitte,Hansaviertel,52.518672943115234,13.342517852783203,54d36826498e6e9bc2c55abe,5,2,11,18.0
Oscar Niemeyer-Haus,Residential Building (Apartment / Condo),Altonær Straße,Mitte,Hansaviertel,52.51789969187806,13.343995337520628,55afbcf8498e655d6acbdb49,5,3,61,111.0
Hansabrücke,Bridge,Altonaer Str.,Mitte,Hansaviertel,52.51983841534169,13.337440862602678,4df251db22718759f81b60d3,5,3,24,173.0
Eternit-Haus,Housing Development,Altonaer Str. 1,Mitte,Hansaviertel,52.51605437688037,13.344960808753967,4e70ddcbb99302402c7c16ed,4,3,7,1.0
Lessingbrücke,Bridge,Lessingstr.,Mitte,Hansaviertel,52.522793,13.341956,4dbc23e40437955ec02a01ff,5,3,64,212.0
Akademie der Künste | Academy of Arts (Akademie der Künste),Art Museum,Hanseatenweg 10,Mitte,Hansaviertel,52.51828281151223,13.346301882080567,4adcda83f964a520ad4821e3,5,3,62,196.0
Hansabibliothek,Library,Altonaer Straße 15,Mitte,Hansaviertel,52.51761116580272,13.342259332432322,4fb11d6de4b0ffee0cee8433,5,1,13,134.0
St. Ansgar,Church,Klopstockstraße 31,Mitte,Hansaviertel,52.5163958889355,13.345621769153825,4eee1ef80e61a41865f06fe1,6,4,23,272.0
Café Tiergarten,Café,Altonaer Str. 3,Mitte,Hansaviertel,52.516741785825126,13.344059828903811,4c48ad08202f952156ca14b8,5,3,89,165.0
7xjung - Ausstellung von 'Gesicht Zeigen!',Public Art,Flensburger Straße 3,Mitte,Hansaviertel,52.5201771940891,13.346478939056396,5140a2e3582f13df393671df,5,4,45,72.0
Eisteufelchen,Ice Cream Shop,Flensburger Straße 5,Mitte,Hansaviertel,52.52032,13.34486,5b041bf8464d6500384294ba,5,1,48,155.0
Les Frères,Café,Flensburger Str.,Mitte,Hansaviertel,52.520245,13.347072,596240f465211f77e39475c2,5,2,58,252.0
Absolut Curry,Currywurst Joint,Bartningallee 18,Mitte,Hansaviertel,52.5201484273184,13.347306867534536,4f6df0a6e4b01d94fd19b648,2,1,1,173.0
DER MOABITER,Newsstand,Altonaer Str. 26,Mitte,Hansaviertel,52.51938726224239,13.339794874191284,510fea3ce8890fa33e3cbf37,5,2,96,2.0
Hansa-Ufer,Waterfront,Hansa-Ufer,Mitte,Hansaviertel,52.518727886767266,13.336350917816162,4d90c4126174a093ed72fae3,5,1,92,77.0
Anlegestelle Hansabrücke,Harbor / Marina,Altonaer Str.,Mitte,Hansaviertel,52.51985978806295,13.338796694060091,4da6e783a86e2156816dffff,5,2,4,132.0
Fahrschule Herberg,Miscellaneous Shop,Lessingstr. 6,Mitte,Hansaviertel,52.52110037946082,13.341853020985365,530242a2498eaaf9e019b03a,6,2,12,229.0
"Magyar nagykövetség, Berlin",Building,Wilhelmstrasse 61,Mitte,Hansaviertel,52.51675054985227,13.341861720106266,5152ec0ce4b0802dc33ac68e,6,3,9,241.0
Arne Jacobsen Haus,Monument / Landmark,Händelallee 39,Mitte,Hansaviertel,52.516489,13.343128,5c78fb3e0719020025c97575,5,3,42,88.0
Berlin Kardio,Doctor's Office,Alt-Moabit 101B,Mitte,Hansaviertel,52.52177106293501,13.338649260818958,54ec3142498e11557fb7ba68,6,1,7,218.0
Weinwirtschaft,Wine Bar,Flensburger Strasse,Mitte,Hansaviertel,52.52009661112643,13.34766655964823,4adcda76f964a520d04521e3,6,1,8,106.0
Die Käseglocke,Recreation Center,Leonorenstr. 65,Mitte,Hansaviertel,52.43879844909519,13.344097137451172,53f88607498ea78067b29c3b,5,2,82,146.0
Cafe Spree-Blick,Café,Hansabrücke,Mitte,Hansaviertel,52.5197036775428,13.338581126558712,4f929368e4b0324618c2281a,6,3,26,28.0
Geparo Finest Diner,Restaurant,Altonaer Str. 20,Mitte,Hansaviertel,52.51810920214639,13.341728954307909,53f476f5498eb6172c1c3125,5,1,89,182.0
HNO-Praxis Dr. A. Radeljic,Doctor's Office,Levetzowstr. 16,Mitte,Hansaviertel,52.520053,13.337433,53edde29498ebc707e97f4a4,5,2,82,253.0
Wahllokal 307,Preschool,Hansaufer 3,Mitte,Hansaviertel,52.518957,13.336859,57de673e498ebe11db7a78c9,6,2,43,10.0
Rusch's Rausch Residenz,Lounge,Bartningalee 9,Mitte,Hansaviertel,52.519485,13.34484,57766251498ec37565d3241b,5,4,77,128.0
Pizza Milano,Pizza Place,U-Bhf. Hansaplatz,Mitte,Hansaviertel,52.52019259151392,13.345115870752439,4c432c94da3dc9282e7fcbb9,4,1,16,168.0
